city_town,ward,precinct,Biden/ Harris,Trump/ Pence,Jorgensen/ Cohen,Hawkins/ Walker,All Others,No Preference,Blanks,Total Votes Cast
Quincy,3,4,973,564,21,9,10,0,12,1589
Quincy,3,5,558,119,7,1,2,0,6,693
Quincy,4,1,1276,515,18,8,7,0,18,1842
Quincy,4,2,1138,613,24,4,9,0,9,1797
Quincy,4,3,1266,773,20,9,10,0,11,2089
Quincy,4,4,926,329,21,9,7,0,9,1301
Quincy,4,5,1011,464,20,9,7,0,15,1526
Quincy,5,1,1245,394,30,10,9,0,16,1704
Quincy,5,2,995,358,15,11,4,0,17,1400
Quincy,5,3,1168,462,22,8,8,0,8,1676
Quincy,5,4,855,426,7,7,7,0,7,1309
Quincy,5,5,1009,481,24,9,10,0,10,1543
Quincy,6,1,922,430,19,7,10,0,14,1402
Quincy,6,2,741,317,4,7,5,0,8,1082
Quincy,6,3,1327,674,25,7,11,0,25,2069
Quincy,6,4,896,360,12,6,10,0,12,1296
Quincy,6,5,1207,870,19,13,12,0,21,2142
Randolph,-,1,1137,261,7,9,8,0,5,1427
Randolph,-,2,1026,198,6,11,3,0,14,1258
Randolph,-,3,1193,249,4,8,4,0,10,1468
Randolph,-,4,1214,281,8,1,7,0,10,1521
Randolph,-,5,1064,352,11,4,5,0,13,1449
Randolph,-,6,972,260,6,6,6,0,12,1262
Randolph,-,7,1134,285,9,6,6,0,12,1452
Randolph,-,8,1178,230,12,6,8,0,9,1443
Randolph,-,9,1177,229,9,9,6,0,5,1435
Randolph,-,10,1149,328,13,5,1,0,6,1502
Randolph,-,11,1178,427,13,8,4,0,4,1634
Randolph,-,12,1254,423,15,2,10,0,10,1714
Raynham,-,1,1112,913,31,12,10,0,8,2086
Raynham,-,1A,106,128,2,2,0,0,3,241
Raynham,-,2,837,854,25,6,8,0,12,1742
Raynham,-,2A,152,194,12,1,0,0,2,361
Raynham,-,3,1145,1213,26,10,9,0,8,2411
Raynham,-,4,1020,941,34,8,0,0,15,2018
Reading,-,1,1466,783,28,10,14,0,18,2319
Reading,-,2,1317,635,18,29,1,0,52,2052
Reading,-,3,1604,869,29,6,18,0,19,2545
Reading,-,4,1432,626,29,5,7,0,15,2114
Reading,-,5,1450,604,29,4,8,0,21,2116
Reading,-,6,1120,557,25,5,11,0,11,1729
Reading,-,7,1424,655,27,7,11,0,24,2148
Reading,-,8,1321,715,31,9,13,0,17,2106
Rehoboth,-,1,1134,1345,41,13,12,0,7,2552
Rehoboth,-,2,1214,1304,29,7,12,0,7,2573
Rehoboth,-,3,1302,1427,48,18,11,0,13,2819
Revere,1,1,856,367,7,8,6,0,9,1253
Revere,1,2,716,327,7,9,4,0,9,1072
Revere,1,3,733,310,4,7,4,0,6,1064
Revere,2,1,697,191,7,9,0,0,0,904
Revere,2,2,921,263,18,6,3,0,3,1214
Revere,2,3,301,84,4,2,0,0,1,392
Revere,2,3A,107,50,2,1,0,0,1,161
Revere,3,1,757,451,5,2,2,0,12,1229
Revere,3,2,709,350,9,6,10,0,2,1086
Revere,3,3,731,397,5,4,2,0,5,1144
Revere,4,1,744,467,5,5,4,0,6,1231
Revere,4,2,642,378,8,2,5,0,2,1037
Revere,4,3,769,488,8,1,7,0,1,1274
Revere,5,1,576,380,4,5,4,0,9,978
Revere,5,1A,463,244,5,3,0,0,7,722
Revere,5,2,345,227,5,5,3,0,6,591
Revere,5,2A,416,130,9,2,2,0,2,561
Revere,5,3,699,380,6,5,6,0,4,1100
Revere,6,1,725,691,11,4,4,0,8,1443
Revere,6,2,778,729,7,9,3,0,8,1534
Revere,6,3,675,299,19,5,3,0,4,1005
Richmond,-,1,828,215,8,4,2,0,7,1064
Rochester,-,1,1762,1991,51,15,14,0,25,3858
Rockland,-,1,1021,779,22,9,14,0,11,1856
Rockland,-,2,1027,787,24,10,9,0,8,1865
Rockland,-,3,756,540,27,8,14,0,7,1352
Rockland,-,4,841,640,24,14,4,0,8,1531
Rockland,-,5,805,786,25,11,14,0,4,1645
Rockland,-,6,950,787,31,8,7,0,10,1793
Rockport,-,1,946,325,19,3,3,0,8,1304
Rockport,-,2,1342,455,19,8,8,0,10,1842
Rockport,-,3,1573,526,27,12,9,0,16,2163
Rowe,-,1,152,113,2,0,0,0,2,269
Rowley,-,1,2180,1942,58,21,26,0,10,4237
Royalston,-,1,256,206,6,3,0,0,0,471
Royalston,-,2,152,151,12,0,1,0,0,316
Russell,-,1,366,512,28,6,7,0,10,929
Rutland,-,1,942,960,41,12,13,0,12,1980
Rutland,-,2,984,949,47,6,16,0,5,2007
Rutland,-,3,892,758,33,11,11,0,10,1715
Salem,1,1,1514,418,25,20,12,0,13,2002
Salem,1,2,751,125,5,3,1,0,9,894
Salem,2,1,1617,325,25,19,5,0,9,2000
Salem,2,2,1784,287,33,15,15,0,6,2140
Salem,3,1,1152,362,20,9,11,0,16,1570
Salem,3,2,1084,488,10,6,13,0,7,1608
Salem,4,1,1232,506,23,11,9,0,6,1787
Salem,4,2,1174,651,19,11,5,0,10,1870
Salem,5,1,1436,382,22,13,7,0,5,1865
Salem,5,2,1259,294,18,12,13,0,5,1601
Salem,6,1,1405,426,33,10,11,0,9,1894
Salem,6,2,1350,383,22,15,4,0,12,1786
Salem,7,1,1026,309,15,8,5,0,9,1372
Salem,7,2,1239,477,16,5,8,0,5,1750
Salisbury,-,1,1125,841,25,3,5,0,17,2016
Salisbury,-,2,961,892,23,7,5,0,9,1897
Salisbury,-,3,759,864,36,8,2,0,14,1683
Sandisfield,-,1,306,200,5,2,2,0,8,523
Sandwich,-,1,1531,1013,41,13,9,0,28,2635
Sandwich,-,2,1443,980,23,8,2,0,21,2477
Sandwich,-,3,1231,966,30,14,5,0,14,2260
Sandwich,-,4,1279,1048,35,11,6,0,15,2394
Sandwich,-,5,1166,982,33,7,5,0,17,2210
Sandwich,-,6,1089,1055,27,4,5,0,24,2204
Saugus,-,1,804,673,15,5,3,0,12,1512
Saugus,-,2,796,642,14,7,11,0,8,1478
Saugus,-,3,799,680,15,7,5,0,7,1513
Saugus,-,4,685,655,11,2,2,0,15,1370
Saugus,-,5,857,956,16,6,8,0,14,1857
Saugus,-,6,824,688,26,8,11,0,7,1564
Saugus,-,7,819,955,15,2,3,0,14,1808
Saugus,-,8,787,715,7,4,2,0,17,1532
Saugus,-,9,870,923,16,6,4,0,4,1823
Saugus,-,10,760,656,15,3,4,0,7,1445
Savoy,-,1,226,161,7,4,1,0,28,427
Scituate,-,1,1427,852,31,12,17,0,27,2366
Scituate,-,2,1407,775,34,7,12,0,20,2255
Scituate,-,3,1523,697,34,5,11,0,21,2291
Scituate,-,4,1409,825,34,7,9,0,22,2306
Scituate,-,5,1441,687,26,11,7,0,22,2194
Scituate,-,6,1401,778,26,12,13,0,23,2253
Seekonk,-,1,1076,986,27,10,8,0,10,2117
Seekonk,-,2,1340,984,28,13,13,0,13,2391
Seekonk,-,3,1204,1014,31,4,10,0,11,2274
Seekonk,-,4,1166,986,35,7,13,0,14,2221
Sharon,-,1,1812,560,43,11,12,0,15,2453
Sharon,-,2,1667,529,23,6,15,0,11,2251
Sharon,-,3,1829,502,25,12,10,0,14,2392
Sharon,-,4,1873,463,36,9,8,0,18,2407
Sharon,-,5,1597,549,12,11,3,0,20,2192
Sheffield,-,1,1542,578,21,15,6,0,12,2174
Shelburne,-,1,927,209,24,8,6,0,68,1242
Sherborn,-,1,2267,579,72,15,30,0,28,2991
Shirley,-,1,2100,1493,67,22,18,0,17,3717
Shrewsbury,-,1,1528,902,25,7,11,0,16,2489
Shrewsbury,-,2,1348,732,34,12,8,0,16,2150
Shrewsbury,-,3,1021,640,16,14,9,0,21,1721
Shrewsbury,-,4,1315,783,27,12,3,0,21,2161
Shrewsbury,-,5,1243,505,25,17,4,0,18,1812
Shrewsbury,-,6,1413,711,38,9,5,0,17,2193
Shrewsbury,-,7,1660,873,36,20,17,0,25,2631
Shrewsbury,-,8,1617,797,27,8,18,0,22,2489
Shrewsbury,-,9,1044,449,17,3,10,0,14,1537
Shrewsbury,-,10,1401,666,35,5,11,0,19,2137
Shutesbury,-,1,1154,144,13,13,6,0,9,1339
Somerset,-,1,1225,1083,31,5,7,0,15,2366
Somerset,-,2,1228,1045,21,9,3,0,23,2329
Somerset,-,3,1264,1028,29,14,1,0,18,2354
Somerset,-,4,1085,937,21,10,2,0,11,2066
Somerset,-,5,1013,1020,33,7,1,0,23,2097
Somerville,1,1,1093,237,17,12,5,0,11,1375
Somerville,1,2,1854,358,18,13,8,0,13,2264
Somerville,1,3,1203,223,6,10,5,0,7,1454
Somerville,2,1,1766,140,18,18,13,0,5,1960
Somerville,2,2,2072,163,17,19,16,0,9,2296
Somerville,2,3,2042,193,17,18,10,0,2,2282
Somerville,3,1,1755,183,17,18,12,0,8,1993
Somerville,3,2,1785,195,21,16,12,0,8,2037
Somerville,3,3,2099,184,19,22,15,0,11,2350
Somerville,4,1,1124,265,6,11,6,0,6,1418
Somerville,4,2,1435,214,13,15,9,0,12,1698
Somerville,4,3,1698,246,13,9,12,0,5,1983
Somerville,5,1,1876,275,14,22,15,0,9,2211
Somerville,5,2,2213,192,19,19,12,0,7,2462
Somerville,5,3,2086,191,22,21,10,0,8,2338
Somerville,6,1,2350,156,21,15,13,0,10,2565
Somerville,6,2,2136,140,21,22,6,0,11,2336
Somerville,6,3,1094,107,5,8,6,0,3,1223
Somerville,7,1,2042,172,19,17,14,0,8,2272
Somerville,7,2,1691,176,17,13,2,0,15,1914
Somerville,7,3,1613,273,26,14,11,0,11,1948
S. Hadley,-,A,1364,657,34,17,6,0,7,2085
S. Hadley,-,B,1470,678,31,14,6,0,16,2215
S. Hadley,-,C,1359,816,29,14,9,0,6,2233
S. Hadley,-,D,951,317,20,8,6,0,5,1307
S. Hadley,-,E,1446,762,30,6,9,0,9,2262
Southampton,-,1,2231,1811,76,20,56,0,27,4221
Southborough,-,1,1617,600,38,6,9,0,24,2294
Southborough,-,2,1454,614,44,10,22,0,11,2155
Southborough,-,3,1547,637,31,11,25,0,17,2268
Southbridge,-,1,849,559,22,6,8,0,8,1452
Southbridge,-,2,714,527,14,8,5,0,12,1280
Southbridge,-,3,755,683,15,18,5,0,7,1483
Southbridge,-,4,1024,815,21,13,6,0,12,1891
Southbridge,-,5,737,438,7,6,6,0,9,1203
Southwick,-,1,811,1265,35,13,5,0,17,2146
Southwick,-,2,713,939,41,9,11,0,8,1721
Southwick,-,3,836,1017,23,8,6,0,11,1901
Spencer,-,1,697,812,23,4,0,0,12,1548
Spencer,-,2,735,752,24,11,0,0,15,1537
Spencer,-,3,679,913,27,11,0,0,15,1645
Spencer,-,4,878,810,26,10,0,0,13,1737
Springfield,1,A,371,148,3,0,1,0,17,540
Springfield,1,B,542,145,6,3,2,0,32,730
Springfield,1,C,368,115,7,3,2,0,23,518
Springfield,1,D,483,115,6,1,2,0,12,619
Springfield,1,E,533,172,8,2,1,0,9,725
Springfield,1,F,463,115,3,3,1,0,44,629
Springfield,1,G,542,120,7,7,3,0,14,693
Springfield,1,H,557,115,6,4,1,0,17,700
Springfield,2,A,526,150,3,1,2,0,25,707
Springfield,2,B,718,269,9,0,3,0,56,1055
Springfield,2,C,518,190,10,2,5,0,39,764
Springfield,2,D,712,271,14,7,4,0,16,1024
Springfield,2,E,642,303,13,3,3,0,52,1016
Springfield,2,F,796,279,3,11,2,0,25,1116
Springfield,2,G,792,368,11,9,11,0,22,1213
Springfield,2,H,691,283,6,5,5,0,49,1039
Springfield,3,A,433,93,3,3,1,0,22,555
Springfield,3,B,401,94,7,3,2,0,18,525
Springfield,3,C,325,89,5,2,1,0,9,431
Springfield,3,D,460,106,4,4,5,0,33,612
Springfield,3,E,366,101,3,2,5,0,17,494
Springfield,3,F,405,124,7,3,1,0,36,576
Springfield,3,G,356,101,7,4,1,0,16,485
Springfield,3,H,476,154,0,5,3,0,34,672
Springfield,4,A,718,88,6,3,4,0,15,834
Springfield,4,B,673,115,2,3,3,0,10,806
Springfield,4,C,504,75,3,5,2,0,14,603
Springfield,4,D,582,69,5,8,0,0,10,674
Springfield,4,E,525,60,1,4,3,0,31,624
Springfield,4,F,196,25,2,1,0,0,5,229
Springfield,4,G,646,99,7,2,1,0,23,778
Springfield,4,H,616,55,5,0,1,0,23,700
Springfield,5,A,640,98,8,2,2,0,15,765
Springfield,5,B,804,210,5,3,4,0,20,1046
Springfield,5,C,615,233,7,6,6,0,40,907
Springfield,5,D,794,446,15,6,4,0,30,1295
Springfield,5,E,972,225,8,1,10,0,32,1248
Springfield,5,F,845,256,12,6,5,0,29,1153
Springfield,5,G,864,504,13,5,9,0,19,1414
Springfield,5,H,600,317,7,6,4,0,24,958
Springfield,6,A,550,145,5,5,4,0,10,719
Springfield,6,B,792,263,11,3,9,0,26,1104
Springfield,6,C,638,249,51,8,6,0,19,971
Springfield,6,D,783,459,11,9,5,0,31,1298
Springfield,6,E,511,178,5,3,2,0,36,735
Springfield,6,F,601,169,7,5,3,0,17,802
Springfield,6,G,669,236,7,4,2,0,22,940
Springfield,6,H,711,338,8,6,6,0,10,1079
Springfield,7,A,772,367,11,2,3,0,25,1180
Springfield,7,B,876,459,16,6,14,0,58,1429
Springfield,7,C,866,435,10,4,5,0,50,1370
Springfield,7,D,740,455,19,9,5,0,13,1241
Springfield,7,E,618,207,10,4,2,0,21,862
Springfield,7,F,831,432,17,7,5,0,44,1336
Springfield,7,G,820,551,13,11,11,0,41,1447
Springfield,7,H,396,176,12,4,5,0,20,613
Springfield,8,A,669,332,10,5,0,0,26,1042
Springfield,8,B,741,256,9,9,4,0,28,1047
Springfield,8,C,711,193,11,3,0,0,39,957
Springfield,8,D,412,151,10,5,0,0,16,594
Springfield,8,E,490,192,6,6,4,0,12,710
Springfield,8,F,691,310,8,6,2,0,22,1039
Springfield,8,G,692,300,16,0,7,0,19,1034
Springfield,8,H,711,209,6,6,2,0,26,960
Sterling,-,1,1378,1174,53,8,15,0,17,2645
Sterling,-,2,1463,1270,47,22,21,0,22,2845
Stockbridge,-,1,1099,237,12,11,4,0,7,1370
Stoneham,-,1,1225,687,19,5,5,0,10,1951
Stoneham,-,2,1418,783,25,4,11,0,23,2264
Stoneham,-,3,1328,876,19,19,8,0,20,2270
Stoneham,-,4,1077,726,21,8,5,0,10,1847
Stoneham,-,5,1157,863,18,6,10,0,20,2074
Stoneham,-,6,1295,726,25,10,16,0,12,2084
Stoneham,-,7,1176,711,24,7,9,0,19,1946
Stoughton,-,1,1444,662,15,5,2,0,21,2149
Stoughton,-,2,1263,601,17,9,1,0,16,1907
Stoughton,-,3,1326,640,25,8,7,0,17,2023
Stoughton,-,4,1386,843,33,9,3,0,20,2294
Stoughton,-,5,1082,594,25,9,8,0,10,1728
Stoughton,-,6,1554,765,30,18,4,0,19,2390
Stoughton,-,7,1174,517,24,6,5,0,17,1743
Stoughton,-,8,1025,459,20,5,0,0,20,1529
Stow,-,1,1794,659,63,12,14,0,15,2557
Stow,-,2,1757,599,46,11,9,0,18,2440
Sturbridge,-,1,1173,803,44,10,1,0,0,2031
Sturbridge,-,2,1212,887,40,12,2,0,0,2153
Sturbridge,-,3,1032,825,45,7,0,0,0,1909
Sudbury,-,1,1405,373,23,7,14,0,18,1840
Sudbury,-,1A,507,134,17,3,3,0,8,672
Sudbury,-,2,1726,498,33,11,18,0,23,2309
Sudbury,-,3,2034,659,35,13,14,0,27,2782
Sudbury,-,4,1958,515,47,5,13,0,33,2571
Sudbury,-,5,1715,512,32,6,24,0,24,2313
Sunderland,-,1,1605,394,21,25,5,0,11,2061
Sutton,-,1,1115,1117,36,9,8,0,5,2290
Sutton,-,2,891,1041,34,6,12,0,9,1993
Sutton,-,3,1085,923,26,6,9,0,20,2069
Swampscott,-,1,982,523,12,9,6,0,13,1545
Swampscott,-,2,1255,431,19,5,8,0,19,1737
Swampscott,-,3,977,375,15,8,6,0,16,1397
Swampscott,-,4,1292,375,16,5,10,0,18,1716
Swampscott,-,5,1075,442,13,4,5,0,14,1553
Swampscott,-,6,1264,409,17,2,12,0,18,1722
Swansea,-,1,918,1181,20,6,3,0,8,2136
Swansea,-,2,1012,892,30,7,6,0,8,1955
Swansea,-,3,965,896,27,8,6,0,4,1906
Swansea,-,4,949,1054,21,5,2,0,10,2041
Swansea,-,5,892,1100,21,10,3,0,6,2032
Taunton,1,A,874,521,27,9,3,0,8,1442
Taunton,1,B,999,893,29,11,9,0,14,1955
Taunton,2,A,765,328,12,10,0,0,7,1122
Taunton,2,B,823,450,13,8,3,0,10,1307
Taunton,3,A,919,596,19,5,6,0,8,1553
Taunton,3,B,1080,839,34,12,7,0,8,1980
Taunton,4,A,966,917,28,7,8,0,15,1941
Taunton,4,B,921,713,33,8,6,0,7,1688
Taunton,5,A,877,520,21,8,5,0,7,1438
Taunton,5,B,835,502,13,3,7,0,7,1367
Taunton,6,A,695,488,13,7,4,0,6,1213
Taunton,6,B,974,696,21,17,7,0,17,1732
Taunton,7,A,1013,808,32,12,6,0,16,1887
Taunton,7,B,1043,1048,38,12,8,0,20,2169
Taunton,8,A,1073,880,26,12,8,0,13,2012
Taunton,8,B,1139,949,20,13,9,0,16,2146
Templeton,-,A,765,888,30,10,10,0,3,1706
Templeton,-,B,661,740,30,12,6,0,11,1460
Templeton,-,C,635,661,35,9,3,0,4,1347
Tewksbury,-,1,1144,960,30,7,12,0,15,2168
Tewksbury,-,1A,1223,1145,39,16,9,0,11,2443
Tewksbury,-,2,1134,1013,39,12,10,0,14,2222
Tewksbury,-,2A,1022,1047,25,6,8,0,7,2115
Tewksbury,-,3,1395,1166,26,9,10,0,14,2620
Tewksbury,-,3A,1458,1225,25,6,14,0,16,2744
Tewksbury,-,4,1311,1149,28,9,5,0,19,2521
Tewksbury,-,4A,1267,1078,38,13,4,0,10,2410
Tisbury,-,1,2225,542,35,25,8,0,23,2858
Tolland,-,1,136,186,5,0,1,0,0,328
Topsfield,-,1,2460,1602,72,10,0,0,343,4487
Townsend,-,1,854,894,32,12,12,0,9,1813
Townsend,-,2,890,851,35,8,16,0,1,1801
Townsend,-,3,943,875,41,6,7,0,9,1881
Truro,-,1,1386,340,19,8,9,0,6,1768
Tyngsborough,-,1,909,810,23,11,0,0,13,1766
Tyngsborough,-,2,960,881,24,6,0,0,12,1883
Tyngsborough,-,3,1080,837,31,7,0,0,20,1975
Tyngsborough,-,4,1085,847,28,6,0,0,14,1980
Tyringham,-,1,234,72,3,2,3,0,3,317
Upton,-,1,1666,1001,45,10,19,0,10,2751
Upton,-,2,1507,987,37,13,15,0,18,2577
Uxbridge,-,1,1010,1078,41,18,13,0,12,2172
Uxbridge,-,2,1143,912,34,25,11,0,8,2133
Uxbridge,-,3,1044,1055,44,18,10,0,11,2182
Uxbridge,-,4,1154,1048,47,9,13,0,14,2285
Wakefield,-,1,1450,1069,21,13,15,0,10,2578
Wakefield,-,2,1334,814,29,5,6,0,15,2203
Wakefield,-,3,1441,876,26,12,20,0,4,2379
Wakefield,-,4,1380,778,25,12,22,0,17,2234
Wakefield,-,5,1571,825,21,13,19,0,9,2458
Wakefield,-,6,1609,827,46,10,17,0,12,2521
Wakefield,-,7,1430,843,25,8,11,0,19,2336
Wales,-,1,429,619,26,8,5,0,5,1092
Walpole,-,1,1219,690,20,9,11,0,12,1961
Walpole,-,2,1231,909,42,15,17,0,18,2232
Walpole,-,3,1249,824,25,9,17,0,17,2141
Walpole,-,4,1228,653,35,7,11,0,15,1949
Walpole,-,5,983,707,32,7,13,0,16,1758
Walpole,-,6,1236,794,34,7,10,0,19,2100
Walpole,-,7,1173,838,46,10,11,0,16,2094
Walpole,-,8,1155,828,35,7,19,0,16,2060
Waltham,1,1,1409,620,21,10,15,0,8,2083
Waltham,1,2,1421,739,18,9,9,0,14,2210
Waltham,2,1,1386,640,35,11,6,0,10,2088
Waltham,2,2,1174,342,22,14,9,0,13,1574
Waltham,3,1,1266,863,22,9,12,0,15,2187
Waltham,3,2,1327,651,16,11,12,0,13,2030
Waltham,4,1,1363,688,25,9,10,0,17,2112
Waltham,4,2,318,159,6,5,2,0,1,491
Waltham,5,1,1266,499,15,14,13,0,13,1820
Waltham,5,2,1282,328,13,16,8,0,12,1659
Waltham,6,1,1219,337,26,11,11,0,12,1616
Waltham,6,2,754,230,10,6,4,0,5,1009
Waltham,7,1,1258,506,19,7,4,0,18,1812
Waltham,7,2,493,108,6,7,9,0,1,624
Waltham,8,1,1228,279,22,17,9,0,10,1565
Waltham,8,2,1238,342,30,12,6,0,8,1636
Waltham,9,1,1094,215,20,6,5,0,4,1344
Waltham,9,2,928,241,19,12,10,0,5,1215
Ware,-,A,729,554,28,13,4,0,5,1333
Ware,-,B,697,845,33,15,9,0,8,1607
Ware,-,C,927,1045,31,17,4,0,16,2040
Wareham,-,1,1026,831,33,8,9,0,11,1918
Wareham,-,2,1297,911,34,7,5,0,11,2265
Wareham,-,3,1279,936,26,12,11,0,12,2276
Wareham,-,4,1126,936,30,16,9,0,14,2131
Wareham,-,5,1126,974,40,18,11,0,8,2177
Wareham,-,6,1029,930,39,12,5,0,5,2020
Warren,-,A,844,1021,40,13,5,0,19,1942
Warren,-,B,305,354,12,2,3,0,10,686
Warwick,-,1,343,160,12,7,1,0,3,526
Washington,-,1,240,107,5,1,0,0,0,353
Watertown,-,1,969,296,11,10,16,0,8,1310
Watertown,-,2,1155,270,14,8,9,0,2,1458
Watertown,-,3,1311,260,9,12,12,0,7,1611
Watertown,-,4,1456,245,16,9,12,0,7,1745
Watertown,-,5,1483,298,19,12,7,0,10,1829
Watertown,-,6,1212,248,23,11,5,0,7,1506
Watertown,-,7,1363,361,14,9,10,0,13,1770
Watertown,-,8,1346,308,14,16,12,0,9,1705
Watertown,-,9,1020,278,13,12,9,0,2,1334
Watertown,-,10,1561,508,30,14,8,0,8,2129
Watertown,-,11,1039,394,26,10,8,0,11,1488
Watertown,-,12,1055,335,18,8,10,0,7,1433
Wayland,-,1,1865,410,33,21,15,0,20,2364
Wayland,-,2,1777,432,40,16,8,0,23,2296
Wayland,-,3,1678,390,35,13,9,0,17,2142
Wayland,-,4,2024,473,35,10,18,0,28,2588
Webster,-,1,766,703,21,16,5,0,7,1518
Webster,-,2,610,463,22,9,5,0,5,1114
Webster,-,3,719,756,16,6,7,0,9,1513
Webster,-,4,1060,1224,34,11,11,0,15,2355
Webster,-,5,891,893,30,9,11,0,12,1846
Wellesley,-,A,1760,421,28,5,25,0,19,2258
Wellesley,-,B,1935,492,25,10,21,0,16,2499
Wellesley,-,C,1605,624,33,3,41,0,24,2330
Wellesley,-,D,1956,431,27,5,19,0,30,2468
Wellesley,-,E,1671,404,17,8,22,0,16,2138
Wellesley,-,F,1072,276,23,4,17,0,17,1409
Wellesley,-,G,930,167,15,3,7,0,10,1132
Wellesley,-,H,1701,480,30,9,20,0,20,2260
Wellfleet,-,1,1971,496,24,17,8,0,16,2532
Wendell,-,1,487,105,13,9,0,0,2,616
Wenham,-,1,1761,765,56,9,17,0,39,2647
W. Boylston,-,1,1173,769,25,8,24,0,23,2022
W. Boylston,-,2,1615,1103,58,21,6,0,21,2824
W. Bridgewater,-,1,1156,1160,43,16,15,0,19,2409
W. Bridgewater,-,2,1068,1112,34,11,10,0,21,2256
W. Brookfield,-,1,1137,1127,38,12,13,0,6,2333
W. Newbury,-,1,2111,1061,72,5,21,0,28,3298
W. Springfield,-,1,519,386,12,2,2,0,5,926
W. Springfield,-,2,705,474,14,7,1,0,9,1210
W. Springfield,-,3,850,636,25,9,7,0,12,1539
W. Springfield,-,4,966,718,26,14,8,0,3,1735
W. Springfield,-,5,1162,1076,35,6,4,0,20,2303
W. Springfield,-,6,1033,1024,18,8,3,0,21,2107
W. Springfield,-,7,1053,1130,34,12,8,0,11,2248
W. Springfield,-,8,869,623,19,8,7,0,7,1533
W. Stockbridge,-,1,784,164,15,4,4,0,4,975
W. Tisbury,-,1,1921,338,17,17,2,0,8,2303
Westborough,-,1,1142,388,22,7,5,0,10,1574
Westborough,-,2,1211,419,34,5,8,0,11,1688
Westborough,-,3,1472,549,26,19,17,0,12,2095
Westborough,-,4,1946,726,40,13,15,0,15,2755
Westborough,-,5,1798,694,38,11,31,0,14,2586
Westfield,1,A,1030,1055,31,14,3,0,2,2135
Westfield,1,B,868,968,51,10,7,0,9,1913
Westfield,2,A,655,445,15,6,4,0,2,1127
Westfield,2,B,808,660,36,13,7,0,6,1530
Westfield,3,A,587,448,34,12,11,0,10,1102
Westfield,3,B,934,722,44,12,8,0,10,1730
Westfield,4,A,322,338,13,5,2,0,7,687
Westfield,4,B,1129,1119,37,9,9,0,9,2312
Westfield,5,A,1122,1128,55,20,9,0,5,2339
Westfield,5,B,1019,1163,41,12,10,0,3,2248
Westfield,6,A,911,1022,43,11,8,0,20,2015
Westfield,6,B,815,790,18,2,5,0,16,1646
Westford,-,1,1769,792,36,13,13,0,24,2647
Westford,-,2,1773,815,47,11,18,0,11,2675
Westford,-,3,1619,811,44,11,18,0,16,2519
Westford,-,4,1891,706,43,10,15,0,14,2679
Westford,-,5,1652,758,41,8,11,0,8,2478
Westford,-,6,1525,774,47,12,15,0,12,2385
Westhampton,-,1,746,426,11,11,1,0,4,1199
Westminster,-,1,1363,1248,51,18,5,0,16,2701
Westminster,-,2,1302,1229,57,10,11,0,23,2632
Weston,-,1,1409,412,42,3,17,0,18,1901
Weston,-,2,1218,430,38,5,13,0,13,1717
Weston,-,3,1211,401,38,7,24,0,13,1694
Weston,-,4,1291,469,34,4,19,0,11,1828
Westport,-,A,969,1006,29,13,5,0,8,2030
Westport,-,B,1295,1029,31,10,8,0,20,2393
Westport,-,C,847,1015,18,22,6,0,9,1917
Westport,-,D,916,865,14,7,2,0,23,1827
Westport,-,E,1292,1103,30,10,4,0,20,2459
Westwood,-,1,1734,798,40,12,28,0,32,2644
Westwood,-,2,1802,846,43,12,21,0,22,2746
Westwood,-,3,1750,780,32,7,17,0,18,2604
Westwood,-,4,1546,1020,34,9,14,0,22,2645
Weymouth,-,1,1057,657,16,8,8,0,9,1755
Weymouth,-,2,1109,794,29,13,15,0,12,1972
Weymouth,-,3,1046,834,30,6,16,0,20,1952
Weymouth,-,4,1011,686,22,7,9,0,21,1756
Weymouth,-,5,925,486,18,8,13,0,6,1456
Weymouth,-,6,1150,727,22,5,6,0,13,1923
Weymouth,-,7,1035,636,33,6,12,0,14,1736
Weymouth,-,8,1079,635,18,5,10,0,12,1759
Weymouth,-,9,1122,797,28,5,6,0,9,1967
Weymouth,-,10,848,509,17,5,5,0,11,1395
Weymouth,-,11,1042,703,29,6,11,0,11,1802
Weymouth,-,12,1096,737,29,16,13,0,9,1900
Weymouth,-,13,939,504,17,12,3,0,6,1481
Weymouth,-,14,1025,557,22,6,12,0,7,1629
Weymouth,-,15,1174,803,30,8,8,0,14,2037
Weymouth,-,16,1158,799,25,5,12,0,16,2015
Weymouth,-,17,955,548,15,5,8,0,7,1538
Weymouth,-,18,1844,1048,36,12,11,0,21,2972
Whately,-,1,745,332,16,10,4,0,9,1116
Whitman,-,1,1307,1055,40,11,13,0,13,2439
Whitman,-,2,1070,992,39,11,14,0,5,2131
Whitman,-,3,1029,974,39,7,14,0,13,2076
Whitman,-,4,1090,861,35,16,12,0,19,2033
Wilbraham,-,A,1300,1056,35,13,4,0,14,2422
Wilbraham,-,B,1247,998,30,8,11,0,17,2311
Wilbraham,-,C,1139,1119,29,11,10,0,12,2320
Wilbraham,-,D,1242,1089,41,9,6,0,12,2399
Williamsburg,-,1,1446,337,21,13,5,0,13,1835
Williamstown,-,1,1294,225,13,5,5,0,9,1551
Williamstown,-,2,575,49,4,6,3,0,5,642
Williamstown,-,3,1327,225,12,6,8,0,6,1584
Wilmington,-,1,1320,1029,29,9,14,0,26,2427
