office_branch,office_id,office,district,district_display,district_id,election_id,election_date,is_special,total_votes,blank_votes,all_other_votes,num_candidates,id_winner,name_winner,display_winner,city_town_winner,votes_winner,percent_winner,party_winner,id_incumbent,name_incumbent,display_incumbent,city_town_incumbent,party_incumbent,id_dem,name_dem,display_dem,city_town_dem,votes_dem,percent_dem,id_gop,name_gop,display_gop,city_town_gop,votes_gop,percent_gop,id_third_party,name_third_party,display_third_party,city_town_third_party,votes_third_party,percent_third_party,party_third_party,id_write_in,name_write_in,display_write_in,city_town_write_in,votes_write_in,percent_write_in,party_write_in,latest_general
Legislative,8,State Representative,Second Franklin,2nd Franklin,58775,165371,2024-11-05,FALSE,23274,1564,59,2,78007,Susannah M. Whipps,Susannah M. Whipps (U-Athol),Athol,14235,0.657475405293058,Unenrolled,78007,Susannah M. Whipps,Susannah M. Whipps (U-Athol),Athol,Unenrolled,NA,NA,NA,NA,NA,NA,88317,Jeffrey L. Raymond,Jeffrey L. Raymond (R-Athol),Athol,7416,0.34252459470694196,78007,Susannah M. Whipps,Susannah M. Whipps (U-Athol),Athol,14235,0.657475405293058,Unenrolled,NA,NA,NA,NA,NA,NA,NA,2024-11-05
Legislative,8,State Representative,First Hampden,1st Hampden,58776,165442,2024-11-05,FALSE,23985,4747,163,1,62764,Todd M. Smola,Todd M. Smola (R-Warren),Warren,19075,1,Republican,62764,Todd M. Smola,Todd M. Smola (R-Warren),Warren,Republican,NA,NA,NA,NA,NA,NA,62764,Todd M. Smola,Todd M. Smola (R-Warren),Warren,19075,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024-11-05
Legislative,8,State Representative,Second Hampden,2nd Hampden,58777,165475,2024-11-05,FALSE,26102,6842,419,1,62766,Brian M. Ashe,Brian M. Ashe (D-Longmeadow),Longmeadow,18841,1,Democratic,62766,Brian M. Ashe,Brian M. Ashe (D-Longmeadow),Longmeadow,Democratic,62766,Brian M. Ashe,Brian M. Ashe (D-Longmeadow),Longmeadow,18841,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024-11-05
Legislative,8,State Representative,Third Hampden,3rd Hampden,58778,165329,2024-11-05,FALSE,25888,5501,360,1,62768,Nicholas A. Boldyga,Nicholas A. Boldyga (R-Southwick),Southwick,20027,1,Republican,62768,Nicholas A. Boldyga,Nicholas A. Boldyga (R-Southwick),Southwick,Republican,NA,NA,NA,NA,NA,NA,62768,Nicholas A. Boldyga,Nicholas A. Boldyga (R-Southwick),Southwick,20027,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024-11-05
Legislative,8,State Representative,Fourth Hampden,4th Hampden,58779,165545,2024-11-05,FALSE,22806,873,16,2,82283,Kelly W. Pease,Kelly W. Pease (R-Westfield),Westfield,12894,0.5883104439476206,Republican,82283,Kelly W. Pease,Kelly W. Pease (R-Westfield),Westfield,Republican,110278,Bridget Matthews-Kane,Bridget Matthews-Kane (D-Westfield),Westfield,9023,0.41168955605237945,82283,Kelly W. Pease,Kelly W. Pease (R-Westfield),Westfield,12894,0.5883104439476206,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024-11-05
Legislative,8,State Representative,Fifth Hampden,5th Hampden,58780,165461,2024-11-05,FALSE,16304,3872,64,1,72456,Patricia A. Duffy,Patricia A. Duffy (D-Holyoke),Holyoke,12368,1,Democratic,72456,Patricia A. Duffy,Patricia A. Duffy (D-Holyoke),Holyoke,Democratic,72456,Patricia A. Duffy,Patricia A. Duffy (D-Holyoke),Holyoke,12368,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024-11-05
Legislative,8,State Representative,Sixth Hampden,6th Hampden,58781,165328,2024-11-05,FALSE,19532,5407,181,1,62774,Michael J. Finn,Michael J. Finn (D-West Springfield),West Springfield,13944,1,Democratic,62774,Michael J. Finn,Michael J. Finn (D-West Springfield),West Springfield,Democratic,62774,Michael J. Finn,Michael J. Finn (D-West Springfield),West Springfield,13944,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024-11-05
Legislative,8,State Representative,Seventh Hampden,7th Hampden,58782,165392,2024-11-05,FALSE,25261,6873,153,1,78030,Aaron L. Saunders,Aaron L. Saunders (D-Belchertown),Belchertown,18235,1,Democratic,78030,Aaron L. Saunders,Aaron L. Saunders (D-Belchertown),Belchertown,Democratic,78030,Aaron L. Saunders,Aaron L. Saunders (D-Belchertown),Belchertown,18235,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024-11-05
Legislative,8,State Representative,Eighth Hampden,8th Hampden,58783,165460,2024-11-05,FALSE,19997,4482,538,1,88366,Shirley B. Arriaga,Shirley B. Arriaga (D-Chicopee),Chicopee,14977,1,Democratic,88366,Shirley B. Arriaga,Shirley B. Arriaga (D-Chicopee),Chicopee,Democratic,88366,Shirley B. Arriaga,Shirley B. Arriaga (D-Chicopee),Chicopee,14977,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024-11-05
Legislative,8,State Representative,Ninth Hampden,9th Hampden,58784,165547,2024-11-05,FALSE,14366,2532,381,1,82245,Orlando Ramos,Orlando Ramos (D-Springfield),Springfield,11453,1,Democratic,82245,Orlando Ramos,Orlando Ramos (D-Springfield),Springfield,Democratic,82245,Orlando Ramos,Orlando Ramos (D-Springfield),Springfield,11453,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024-11-05
Legislative,8,State Representative,Tenth Hampden,10th Hampden,58785,165548,2024-11-05,FALSE,10072,1604,236,1,78123,Carlos Gonzalez,Carlos Gonzalez (D-Springfield),Springfield,8232,1,Democratic,78123,Carlos Gonzalez,Carlos Gonzalez (D-Springfield),Springfield,Democratic,78123,Carlos Gonzalez,Carlos Gonzalez (D-Springfield),Springfield,8232,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024-11-05
Legislative,8,State Representative,Eleventh Hampden,11th Hampden,58786,165546,2024-11-05,FALSE,13813,2700,449,1,72455,Bud L. Williams,Bud L. Williams (D-Springfield),Springfield,10664,1,Democratic,72455,Bud L. Williams,Bud L. Williams (D-Springfield),Springfield,Democratic,72455,Bud L. Williams,Bud L. Williams (D-Springfield),Springfield,10664,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024-11-05
Legislative,8,State Representative,Twelfth Hampden,12th Hampden,58787,165476,2024-11-05,FALSE,24446,5457,418,1,62785,"Angelo J. Puppolo, Jr.","Angelo J. Puppolo, Jr. (D-Springfield)",Springfield,18571,1,Democratic,62785,"Angelo J. Puppolo, Jr.","Angelo J. Puppolo, Jr. (D-Springfield)",Springfield,Democratic,62785,"Angelo J. Puppolo, Jr.","Angelo J. Puppolo, Jr. (D-Springfield)",Springfield,18571,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024-11-05
Legislative,8,State Representative,First Hampshire,1st Hampshire,58788,165459,2024-11-05,FALSE,25951,4328,275,1,78665,Lindsay N. Sabadosa,Lindsay N. Sabadosa (D-Northampton),Northampton,21348,1,Democratic,78665,Lindsay N. Sabadosa,Lindsay N. Sabadosa (D-Northampton),Northampton,Democratic,78665,Lindsay N. Sabadosa,Lindsay N. Sabadosa (D-Northampton),Northampton,21348,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024-11-05
Legislative,8,State Representative,Second Hampshire,2nd Hampshire,58789,165477,2024-11-05,FALSE,25556,6361,93,1,110256,Homar Gomez,Homar Gomez (D-Easthampton),Easthampton,19102,1,Democratic,NA,NA,NA,NA,NA,110256,Homar Gomez,Homar Gomez (D-Easthampton),Easthampton,19102,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024-11-05
Legislative,8,State Representative,Third Hampshire,3rd Hampshire,58790,165344,2024-11-05,FALSE,12777,2109,132,1,78562,Mindy Domb,Mindy Domb (D-Amherst),Amherst,10536,1,Democratic,78562,Mindy Domb,Mindy Domb (D-Amherst),Amherst,Democratic,78562,Mindy Domb,Mindy Domb (D-Amherst),Amherst,10536,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024-11-05
Legislative,8,State Representative,First Middlesex,1st Middlesex,58791,165361,2024-11-05,FALSE,27510,1112,20,2,88313,Margaret R. Scarsdale,Margaret R. Scarsdale (D-Pepperell),Pepperell,13545,0.5134960952308742,Democratic,88313,Margaret R. Scarsdale,Margaret R. Scarsdale (D-Pepperell),Pepperell,Democratic,88313,Margaret R. Scarsdale,Margaret R. Scarsdale (D-Pepperell),Pepperell,13545,0.5134960952308742,88314,Lynne E. Archambault,Lynne E. Archambault (R-Pepperell),Pepperell,12833,0.4865039047691258,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024-11-05
Legislative,8,State Representative,Second Middlesex,2nd Middlesex,58792,165456,2024-11-05,FALSE,26350,6392,351,1,62796,James Arciero,James Arciero (D-Westford),Westford,19607,1,Democratic,62796,James Arciero,James Arciero (D-Westford),Westford,Democratic,62796,James Arciero,James Arciero (D-Westford),Westford,19607,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024-11-05
Legislative,8,State Representative,Third Middlesex,3rd Middlesex,58793,165406,2024-11-05,FALSE,26707,5951,219,1,62797,Kate Hogan,Kate Hogan (D-Stow),Stow,20537,1,Democratic,62797,Kate Hogan,Kate Hogan (D-Stow),Stow,Democratic,62797,Kate Hogan,Kate Hogan (D-Stow),Stow,20537,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024-11-05
Legislative,8,State Representative,Fourth Middlesex,4th Middlesex,58794,165487,2024-11-05,FALSE,19226,5111,194,1,62799,Danielle W. Gregoire,Danielle W. Gregoire (D-Marlborough),Marlborough,13921,1,Democratic,62799,Danielle W. Gregoire,Danielle W. Gregoire (D-Marlborough),Marlborough,Democratic,62799,Danielle W. Gregoire,Danielle W. Gregoire (D-Marlborough),Marlborough,13921,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024-11-05
Legislative,8,State Representative,Fifth Middlesex,5th Middlesex,58795,165527,2024-11-05,FALSE,25299,5956,202,1,62801,David Paul Linsky,David Paul Linsky (D-Natick),Natick,19141,1,Democratic,62801,David Paul Linsky,David Paul Linsky (D-Natick),Natick,Democratic,62801,David Paul Linsky,David Paul Linsky (D-Natick),Natick,19141,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024-11-05
Legislative,8,State Representative,Sixth Middlesex,6th Middlesex,58796,165489,2024-11-05,FALSE,12140,2460,306,1,88386,Priscila S. Sousa,Priscila S. Sousa (D-Framingham),Framingham,9374,1,Democratic,88386,Priscila S. Sousa,Priscila S. Sousa (D-Framingham),Framingham,Democratic,88386,Priscila S. Sousa,Priscila S. Sousa (D-Framingham),Framingham,9374,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024-11-05
Legislative,8,State Representative,Seventh Middlesex,7th Middlesex,58797,165368,2024-11-05,FALSE,22894,4971,249,1,78371,Jack Patrick Lewis,Jack Patrick Lewis (D-Framingham),Framingham,17674,1,Democratic,78371,Jack Patrick Lewis,Jack Patrick Lewis (D-Framingham),Framingham,Democratic,78371,Jack Patrick Lewis,Jack Patrick Lewis (D-Framingham),Framingham,17674,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024-11-05
Legislative,8,State Representative,Eighth Middlesex,8th Middlesex,58798,165500,2024-11-05,FALSE,26934,6398,366,1,72935,James Arena-DeRosa,James Arena-DeRosa (D-Holliston),Holliston,20170,1,Democratic,72935,James Arena-DeRosa,James Arena-DeRosa (D-Holliston),Holliston,Democratic,72935,James Arena-DeRosa,James Arena-DeRosa (D-Holliston),Holliston,20170,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024-11-05
Legislative,8,State Representative,Ninth Middlesex,9th Middlesex,58799,165551,2024-11-05,FALSE,19984,1471,0,3,62810,Thomas M. Stanley,Thomas M. Stanley (D-Waltham),Waltham,13465,0.7273267433695241,Democratic,62810,Thomas M. Stanley,Thomas M. Stanley (D-Waltham),Waltham,Democratic,62810,Thomas M. Stanley,Thomas M. Stanley (D-Waltham),Waltham,13465,0.7273267433695241,110280,Carly Marie Downs,Carly Marie Downs (R-Waltham),Waltham,3829,0.20682763463512127,110432,Sean Diamond,Sean Diamond (U-Waltham),Waltham,1219,0.06584562199535461,Unenrolled,NA,NA,NA,NA,NA,NA,NA,2024-11-05
Legislative,8,State Representative,Tenth Middlesex,10th Middlesex,58800,165531,2024-11-05,FALSE,17614,4320,86,1,73819,"John J. Lawn, Jr.","John J. Lawn, Jr. (D-Watertown)",Watertown,13208,1,Democratic,73819,"John J. Lawn, Jr.","John J. Lawn, Jr. (D-Watertown)",Watertown,Democratic,73819,"John J. Lawn, Jr.","John J. Lawn, Jr. (D-Watertown)",Watertown,13208,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024-11-05
Legislative,8,State Representative,Eleventh Middlesex,11th Middlesex,58801,165530,2024-11-05,FALSE,22403,1784,47,2,110273,Amy Mah Sangiolo,Amy Mah Sangiolo (D-Newton),Newton,16719,0.8127065914835699,Democratic,NA,NA,NA,NA,NA,110273,Amy Mah Sangiolo,Amy Mah Sangiolo (D-Newton),Newton,16719,0.8127065914835699,88359,Vladislav S. Yanovsky,Vladislav S. Yanovsky (R-Newton),Newton,3853,0.1872934085164301,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024-11-05
Legislative,8,State Representative,Twelfth Middlesex,12th Middlesex,58802,165447,2024-11-05,FALSE,25077,6362,305,1,110243,Greg Schwartz,Greg Schwartz (D-Newton),Newton,18410,1,Democratic,NA,NA,NA,NA,NA,110243,Greg Schwartz,Greg Schwartz (D-Newton),Newton,18410,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024-11-05
Legislative,8,State Representative,Thirteenth Middlesex,13th Middlesex,58803,165465,2024-11-05,FALSE,27269,2031,24,2,78078,Carmine Lawrence Gentile,Carmine Lawrence Gentile (D-Sudbury),Sudbury,18547,0.7355834060442611,Democratic,78078,Carmine Lawrence Gentile,Carmine Lawrence Gentile (D-Sudbury),Sudbury,Democratic,78078,Carmine Lawrence Gentile,Carmine Lawrence Gentile (D-Sudbury),Sudbury,18547,0.7355834060442611,63677,Virginia A Gardner,Virginia A Gardner (R-Wayland),Wayland,6667,0.26441659395573885,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024-11-05
Legislative,8,State Representative,Fourteenth Middlesex,14th Middlesex,58804,165310,2024-11-05,FALSE,26585,6252,249,1,88268,Simon Cataldo,Simon Cataldo (D-Concord),Concord,20084,1,Democratic,88268,Simon Cataldo,Simon Cataldo (D-Concord),Concord,Democratic,88268,Simon Cataldo,Simon Cataldo (D-Concord),Concord,20084,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024-11-05
Legislative,8,State Representative,Fifteenth Middlesex,15th Middlesex,58805,165506,2024-11-05,FALSE,24776,6917,177,1,78675,Michelle Ciccolo,Michelle Ciccolo (D-Lexington),Lexington,17682,1,Democratic,78675,Michelle Ciccolo,Michelle Ciccolo (D-Lexington),Lexington,Democratic,78675,Michelle Ciccolo,Michelle Ciccolo (D-Lexington),Lexington,17682,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024-11-05
Legislative,8,State Representative,Sixteenth Middlesex,16th Middlesex,58806,165457,2024-11-05,FALSE,17697,4359,446,1,78645,Rodney M. Elliott,Rodney M. Elliott (D-Lowell),Lowell,12892,1,Democratic,78645,Rodney M. Elliott,Rodney M. Elliott (D-Lowell),Lowell,Democratic,78645,Rodney M. Elliott,Rodney M. Elliott (D-Lowell),Lowell,12892,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024-11-05
Legislative,8,State Representative,Seventeenth Middlesex,17th Middlesex,58807,165509,2024-11-05,FALSE,15562,2703,202,2,82239,Vanna Howard,Vanna Howard (D-Lowell),Lowell,9855,0.7786205261910405,Democratic,82239,Vanna Howard,Vanna Howard (D-Lowell),Lowell,Democratic,82239,Vanna Howard,Vanna Howard (D-Lowell),Lowell,9855,0.7786205261910405,NA,NA,NA,NA,NA,NA,110428,Joseph Paul Onoroski,Joseph Paul Onoroski (Other-Lowell),Lowell,2802,0.22137947380895948,Pirate,NA,NA,NA,NA,NA,NA,NA,2024-11-05
Legislative,8,State Representative,Eighteenth Middlesex,18th Middlesex,58808,165508,2024-11-05,FALSE,11278,1503,83,2,88398,Tara Thorn Hong,Tara Thorn Hong (D-Lowell),Lowell,7592,0.7833264548080892,Democratic,NA,NA,NA,NA,NA,88398,Tara Thorn Hong,Tara Thorn Hong (D-Lowell),Lowell,7592,0.7833264548080892,NA,NA,NA,NA,NA,NA,110427,David Michael Ouellette,David Michael Ouellette (U-Lowell),Lowell,2100,0.21667354519191084,Unenrolled,NA,NA,NA,NA,NA,NA,NA,2024-11-05
Legislative,8,State Representative,Nineteenth Middlesex,19th Middlesex,58809,165550,2024-11-05,FALSE,25866,1964,33,3,78701,David Allen Robertson,David Allen Robertson (D-Wilmington),Wilmington,12560,0.5262055385646655,Democratic,78701,David Allen Robertson,David Allen Robertson (D-Wilmington),Wilmington,Democratic,78701,David Allen Robertson,David Allen Robertson (D-Wilmington),Wilmington,12560,0.5262055385646655,88423,Paul Sarnowski,Paul Sarnowski (R-Wilmington),Wilmington,9280,0.3887888055637019,110431,George Hugh Ferdinand,George Hugh Ferdinand (U-Tewksbury),Tewksbury,2029,0.08500565587163267,Unenrolled,NA,NA,NA,NA,NA,NA,NA,2024-11-05
Legislative,8,State Representative,Twentieth Middlesex,20th Middlesex,58810,165515,2024-11-05,FALSE,28967,7735,92,1,62825,"Bradley H. Jones, Jr.","Bradley H. Jones, Jr. (R-North Reading)",North Reading,21140,1,Republican,62825,"Bradley H. Jones, Jr.","Bradley H. Jones, Jr. (R-North Reading)",North Reading,Republican,NA,NA,NA,NA,NA,NA,62825,"Bradley H. Jones, Jr.","Bradley H. Jones, Jr. (R-North Reading)",North Reading,21140,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024-11-05
Legislative,8,State Representative,Twenty-First Middlesex,21st Middlesex,58811,165390,2024-11-05,FALSE,25221,6935,457,1,74584,Kenneth I. Gordon,Kenneth I. Gordon (D-Bedford),Bedford,17829,1,Democratic,74584,Kenneth I. Gordon,Kenneth I. Gordon (D-Bedford),Bedford,Democratic,74584,Kenneth I. Gordon,Kenneth I. Gordon (D-Bedford),Bedford,17829,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024-11-05
Legislative,8,State Representative,Twenty-Second Middlesex,22nd Middlesex,58812,165404,2024-11-05,FALSE,23881,1789,328,2,62829,Marc T. Lombardo,Marc T. Lombardo (R-Billerica),Billerica,13303,0.6112387428781474,Republican,62829,Marc T. Lombardo,Marc T. Lombardo (R-Billerica),Billerica,Republican,NA,NA,NA,NA,NA,NA,62829,Marc T. Lombardo,Marc T. Lombardo (R-Billerica),Billerica,13303,0.6112387428781474,70869,"George Simolaris, Jr.","George Simolaris, Jr. (U-Billerica)",Billerica,8461,0.3887612571218526,Unenrolled,NA,NA,NA,NA,NA,NA,NA,2024-11-05
Legislative,8,State Representative,Twenty-Third Middlesex,23rd Middlesex,58813,165355,2024-11-05,FALSE,26083,4886,203,1,62832,Sean Garballey,Sean Garballey (D-Arlington),Arlington,20994,1,Democratic,62832,Sean Garballey,Sean Garballey (D-Arlington),Arlington,Democratic,62832,Sean Garballey,Sean Garballey (D-Arlington),Arlington,20994,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024-11-05
Legislative,8,State Representative,Twenty-Fourth Middlesex,24th Middlesex,58814,165354,2024-11-05,FALSE,25450,5790,98,1,74565,David M. Rogers,David M. Rogers (D-Cambridge),Cambridge,19562,1,Democratic,74565,David M. Rogers,David M. Rogers (D-Cambridge),Cambridge,Democratic,74565,David M. Rogers,David M. Rogers (D-Cambridge),Cambridge,19562,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024-11-05
Legislative,8,State Representative,Twenty-Fifth Middlesex,25th Middlesex,58815,165449,2024-11-05,FALSE,17214,3041,99,1,72472,Marjorie C. Decker,Marjorie C. Decker (D-Cambridge),Cambridge,13724,0.975131448060253,Democratic,72472,Marjorie C. Decker,Marjorie C. Decker (D-Cambridge),Cambridge,Democratic,72472,Marjorie C. Decker,Marjorie C. Decker (D-Cambridge),Cambridge,13724,0.975131448060253,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,110244,Evan Mackay,Evan Mackay (D-Cambridge),Cambridge,350,0.02486855193974705,Democratic,2024-11-05
Legislative,8,State Representative,Twenty-Sixth Middlesex,26th Middlesex,58816,165451,2024-11-05,FALSE,20865,3605,197,1,74600,Mike Connolly,Mike Connolly (D-Cambridge),Cambridge,17063,1,Democratic,74600,Mike Connolly,Mike Connolly (D-Cambridge),Cambridge,Democratic,74600,Mike Connolly,Mike Connolly (D-Cambridge),Cambridge,17063,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024-11-05
Legislative,8,State Representative,Twenty-Seventh Middlesex,27th Middlesex,58817,165544,2024-11-05,FALSE,24561,3673,413,1,82279,Erika Uyterhoeven,Erika Uyterhoeven (D-Somerville),Somerville,20475,1,Democratic,82279,Erika Uyterhoeven,Erika Uyterhoeven (D-Somerville),Somerville,Democratic,82279,Erika Uyterhoeven,Erika Uyterhoeven (D-Somerville),Somerville,20475,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024-11-05
Legislative,8,State Representative,Twenty-Eighth Middlesex,28th Middlesex,58818,165480,2024-11-05,FALSE,11170,2406,350,1,77847,"Joseph W. Mcgonagle, Jr","Joseph W. Mcgonagle, Jr (D-Everett)",Everett,8414,1,Democratic,77847,"Joseph W. Mcgonagle, Jr","Joseph W. Mcgonagle, Jr (D-Everett)",Everett,Democratic,77847,"Joseph W. Mcgonagle, Jr","Joseph W. Mcgonagle, Jr (D-Everett)",Everett,8414,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024-11-05
Legislative,8,State Representative,Twenty-Ninth Middlesex,29th Middlesex,58819,165450,2024-11-05,FALSE,23937,4863,68,1,78243,Steven C. Owens,Steven C. Owens (D-Watertown),Watertown,19006,1,Democratic,78243,Steven C. Owens,Steven C. Owens (D-Watertown),Watertown,Democratic,78243,Steven C. Owens,Steven C. Owens (D-Watertown),Watertown,19006,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024-11-05
Legislative,8,State Representative,Thirtieth Middlesex,30th Middlesex,58820,165539,2024-11-05,FALSE,25730,8477,53,1,78693,Richard M. Haggerty,Richard M. Haggerty (D-Woburn),Woburn,17200,1,Democratic,78693,Richard M. Haggerty,Richard M. Haggerty (D-Woburn),Woburn,Democratic,78693,Richard M. Haggerty,Richard M. Haggerty (D-Woburn),Woburn,17200,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024-11-05
Legislative,8,State Representative,Thirty-First Middlesex,31st Middlesex,58821,165549,2024-11-05,FALSE,25323,8413,157,1,63046,Michael Seamus Day,Michael Seamus Day (D-Stoneham),Stoneham,16753,1,Democratic,63046,Michael Seamus Day,Michael Seamus Day (D-Stoneham),Stoneham,Democratic,63046,Michael Seamus Day,Michael Seamus Day (D-Stoneham),Stoneham,16753,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024-11-05
Legislative,8,State Representative,Thirty-Second Middlesex,32nd Middlesex,58822,165517,2024-11-05,FALSE,26431,7742,373,1,79762,Kate Lipper-Garabedian,Kate Lipper-Garabedian (D-Melrose),Melrose,18316,1,Democratic,79762,Kate Lipper-Garabedian,Kate Lipper-Garabedian (D-Melrose),Melrose,Democratic,79762,Kate Lipper-Garabedian,Kate Lipper-Garabedian (D-Melrose),Melrose,18316,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024-11-05
Legislative,8,State Representative,Thirty-Third Middlesex,33rd Middlesex,58823,165518,2024-11-05,FALSE,15384,3694,330,1,78109,Steven Ultrino,Steven Ultrino (D-Malden),Malden,11360,1,Democratic,78109,Steven Ultrino,Steven Ultrino (D-Malden),Malden,Democratic,78109,Steven Ultrino,Steven Ultrino (D-Malden),Malden,11360,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024-11-05
Legislative,8,State Representative,Thirty-Fourth Middlesex,34th Middlesex,58824,165523,2024-11-05,FALSE,20064,3724,320,1,78112,Christine P. Barber,Christine P. Barber (D-Somerville),Somerville,16020,1,Democratic,78112,Christine P. Barber,Christine P. Barber (D-Somerville),Somerville,Democratic,78112,Christine P. Barber,Christine P. Barber (D-Somerville),Somerville,16020,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024-11-05
Legislative,8,State Representative,Thirty-Fifth Middlesex,35th Middlesex,58825,165516,2024-11-05,FALSE,19665,4176,494,1,62854,"Paul J. Donato, Sr.","Paul J. Donato, Sr. (D-Medford)",Medford,14995,1,Democratic,62854,"Paul J. Donato, Sr.","Paul J. Donato, Sr. (D-Medford)",Medford,Democratic,62854,"Paul J. Donato, Sr.","Paul J. Donato, Sr. (D-Medford)",Medford,14995,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024-11-05
