office_branch,office_id,office,district,district_display,district_id,election_id,election_date,is_special,total_votes,blank_votes,all_other_votes,num_candidates,id_winner,name_winner,city_town_winner,party_winner,id_incumbent,name_incumbent,city_town_incumbent,party_incumbent,id_dem,name_dem,city_town_dem,votes_dem,percent_dem,id_gop,name_gop,city_town_gop,votes_gop,percent_gop,id_third_party,name_third_party,city_town_third_party,votes_third_party,percent_third_party,party_third_party,id_write_in,name_write_in,city_town_write_in,votes_write_in,percent_write_in,party_write_in,election_year,incumbent_status,dem_win,dem_margin,pres_elec,pvi_year,PVI_N,PVI
Legislative,8,State Representative,Third Hampden,3rd Hampden,58778,112728,2012-11-06,FALSE,20281,1182,22,2,62768,Nicholas A. Boldyga,Southwick,Republican,62768,Nicholas A. Boldyga,Southwick,Republican,74536,"Samuel Salvatore Disanti, Jr.",Agawam,7403,0.3880589191172617,62768,Nicholas A. Boldyga,Southwick,11674,0.6119410808827384,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012,GOP_Incumbent,FALSE,-0.22388216176547665,TRUE,2008,1.6411143676494655,D+2
Legislative,8,State Representative,Fifth Hampden,5th Hampden,58780,112909,2012-11-06,FALSE,16571,876,0,3,74617,Aaron Vega,Holyoke,Democratic,NA,NA,NA,NA,74617,Aaron Vega,Holyoke,9545,0.6081554635234151,73970,Linda L. Vacon,Holyoke,3211,0.204587448231921,74616,Jerome T. Hobert,Holyoke,2939,0.18725708824466392,Green-Rainbow,NA,NA,NA,NA,NA,NA,2012,No_Incumbent,TRUE,0.4035680152914941,TRUE,2008,19.913098942617992,D+20
Legislative,8,State Representative,Sixth Hampden,6th Hampden,58781,112867,2012-11-06,FALSE,15975,1069,27,2,62774,Michael J. Finn,West Springfield,Democratic,62774,Michael J. Finn,West Springfield,Democratic,62774,Michael J. Finn,West Springfield,9477,0.6369379662611735,NA,NA,NA,NA,NA,74604,Lincoln A. Blackie,West Springfield,5402,0.36306203373882656,Unenrolled,NA,NA,NA,NA,NA,NA,2012,Dem_Incumbent,TRUE,0.27387593252234693,TRUE,2008,8.70092338931313,D+9
Legislative,8,State Representative,Ninth Hampden,9th Hampden,58784,112866,2012-11-06,FALSE,16522,2116,92,2,62780,Sean Curran,Springfield,Democratic,62780,Sean Curran,Springfield,Democratic,62780,Sean Curran,Springfield,12134,0.8477015509291602,NA,NA,NA,NA,NA,62781,Robert J. Underwood,Springfield,2180,0.15229844907083973,Unenrolled,NA,NA,NA,NA,NA,NA,2012,Dem_Incumbent,TRUE,0.6954031018583204,TRUE,2008,19.52228381888891,D+20
Legislative,8,State Representative,Eleventh Hampden,11th Hampden,58786,112952,2012-11-06,FALSE,14467,1309,54,2,62783,Benjamin Swan,Springfield,Democratic,62783,Benjamin Swan,Springfield,Democratic,62783,Benjamin Swan,Springfield,10084,0.7695360195360196,NA,NA,NA,NA,NA,73566,Norman W. Oliver,Springfield,3020,0.23046398046398045,Unenrolled,NA,NA,NA,NA,NA,NA,2012,Dem_Incumbent,TRUE,0.5390720390720392,TRUE,2008,33.120969335009754,D+33
Legislative,8,State Representative,Twelfth Hampden,12th Hampden,58787,112882,2012-11-06,FALSE,20563,1637,40,2,62785,"Angelo J. Puppolo, Jr.",Springfield,Democratic,62785,"Angelo J. Puppolo, Jr.",Springfield,Democratic,62785,"Angelo J. Puppolo, Jr.",Springfield,13271,0.7026898231494229,74610,Dennis John McCarthy,Wilbraham,5615,0.29731017685057715,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012,Dem_Incumbent,TRUE,0.4053796462988457,TRUE,2008,6.459906229359302,D+6
Legislative,8,State Representative,Second Middlesex,2nd Middlesex,58792,112861,2012-11-06,FALSE,25208,2088,12,2,62796,James Arciero,Westford,Democratic,62796,James Arciero,Westford,Democratic,62796,James Arciero,Westford,15043,0.6509866712826726,74602,Valerie A. Wormell,Westford,8065,0.3490133287173273,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012,Dem_Incumbent,TRUE,0.3019733425653453,TRUE,2008,3.4141059980491217,D+3
Legislative,8,State Representative,Third Middlesex,3rd Middlesex,58793,112810,2012-11-06,FALSE,23271,1317,15,2,62797,Kate Hogan,Stow,Democratic,62797,Kate Hogan,Stow,Democratic,62797,Kate Hogan,Stow,14074,0.6415059938921556,62798,"Chuck S. Kuniewich, Jr.",Hudson,7865,0.3584940061078445,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012,Dem_Incumbent,TRUE,0.2830119877843111,TRUE,2008,9.051281651679622,D+9
Legislative,8,State Representative,Fourth Middlesex,4th Middlesex,58794,112928,2012-11-06,FALSE,19348,1262,30,2,62799,Danielle W. Gregoire,Marlborough,Democratic,62800,Steven L. Levy,Marlborough,Republican,62799,Danielle W. Gregoire,Marlborough,9135,0.5059260079751883,62800,Steven L. Levy,Marlborough,8921,0.49407399202481167,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012,GOP_Incumbent,TRUE,0.011852015950376604,TRUE,2008,6.812999431639044,D+7
Legislative,8,State Representative,Fifth Middlesex,5th Middlesex,58795,112932,2012-11-06,FALSE,24748,1816,11,2,62801,David Paul Linsky,Natick,Democratic,62801,David Paul Linsky,Natick,Democratic,62801,David Paul Linsky,Natick,14818,0.6464813926093975,74623,William J. Callahan,Natick,8103,0.3535186073906025,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012,Dem_Incumbent,TRUE,0.29296278521879504,TRUE,2008,11.766746578289844,D+12
Legislative,8,State Representative,Seventh Middlesex,7th Middlesex,58797,112769,2012-11-06,FALSE,15015,855,23,2,62807,Tom Sannicandro,Ashland,Democratic,62807,Tom Sannicandro,Ashland,Democratic,62807,Tom Sannicandro,Ashland,10054,0.7111834193959115,74572,Jon Andrew Fetherston,Ashland,4083,0.28881658060408855,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012,Dem_Incumbent,TRUE,0.4223668387918229,TRUE,2008,13.51889895484667,D+14
Legislative,8,State Representative,Eighth Middlesex,8th Middlesex,58798,112908,2012-11-06,FALSE,24341,1282,15,2,62808,Carolyn C. Dykema,Holliston,Democratic,62808,Carolyn C. Dykema,Holliston,Democratic,62808,Carolyn C. Dykema,Holliston,14141,0.6136521437250477,62620,Martin A. Lamb,Holliston,8903,0.3863478562749523,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012,Dem_Incumbent,TRUE,0.22730428745009545,TRUE,2008,4.816903549470519,D+5
Legislative,8,State Representative,Tenth Middlesex,10th Middlesex,58800,112938,2012-11-06,FALSE,15487,1666,32,2,73819,"John J. Lawn, Jr.",Watertown,Democratic,73819,"John J. Lawn, Jr.",Watertown,Democratic,73819,"John J. Lawn, Jr.",Watertown,10479,0.7599535861918921,74350,"Francis Xavier Stanton, III",Waltham,3310,0.2400464138081079,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012,Dem_Incumbent,TRUE,0.5199071723837843,TRUE,2008,17.020879236346342,D+17
Legislative,8,State Representative,Eleventh Middlesex,11th Middlesex,58801,112937,2012-11-06,FALSE,21297,1999,34,2,62813,Kay S. Khan,Newton,Democratic,62813,Kay S. Khan,Newton,Democratic,62813,Kay S. Khan,Newton,14329,0.7438226744186046,63354,Greer Tan Swiston,Newton,4935,0.25617732558139533,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012,Dem_Incumbent,TRUE,0.4876453488372093,TRUE,2008,25.973557418549508,D+26
Legislative,8,State Representative,Fourteenth Middlesex,14th Middlesex,58804,112708,2012-11-06,FALSE,24501,1755,11,2,62817,Cory Atkins,Concord,Democratic,62817,Cory Atkins,Concord,Democratic,62817,Cory Atkins,Concord,14869,0.6540136353639763,74349,Michael J. Benn,Concord,7866,0.3459863646360237,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012,Dem_Incumbent,TRUE,0.30802727072795255,TRUE,2008,14.09345922411992,D+14
Legislative,8,State Representative,Seventeenth Middlesex,17th Middlesex,58807,112862,2012-11-06,FALSE,14799,1412,45,2,62821,David M. Nangle,Lowell,Democratic,62821,David M. Nangle,Lowell,Democratic,62821,David M. Nangle,Lowell,10246,0.7679508319592265,74603,Martin D. Burke,Lowell,3096,0.2320491680407735,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012,Dem_Incumbent,TRUE,0.5359016639184531,TRUE,2008,12.301731000562532,D+12
Legislative,8,State Representative,Nineteenth Middlesex,19th Middlesex,58809,112955,2012-11-06,FALSE,22513,1038,44,2,62824,James R. Miceli,Wilmington,Democratic,62824,James R. Miceli,Wilmington,Democratic,62824,James R. Miceli,Wilmington,15755,0.7351500163314825,74490,Douglas W. Sears,Tewksbury,5676,0.2648499836685176,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012,Dem_Incumbent,TRUE,0.4703000326629649,TRUE,2008,0.2330398823069068,EVEN
Legislative,8,State Representative,Twenty-First Middlesex,21st Middlesex,58811,112794,2012-11-06,FALSE,23084,1685,48,2,74584,Kenneth I. Gordon,Bedford,Democratic,NA,NA,NA,NA,74584,Kenneth I. Gordon,Bedford,11802,0.5527609948011802,74585,Walter Zenkin,Burlington,9549,0.4472390051988197,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012,No_Incumbent,TRUE,0.10552198960236053,TRUE,2008,5.750635070981791,D+6
Legislative,8,State Representative,Twenty-Second Middlesex,22nd Middlesex,58812,112809,2012-11-06,FALSE,20246,1484,66,2,62829,Marc T. Lombardo,Billerica,Republican,62829,Marc T. Lombardo,Billerica,Republican,NA,NA,NA,NA,NA,62829,Marc T. Lombardo,Billerica,11368,0.6080445014976466,62830,"James F. O'Donnell, Jr.",Billerica,7328,0.39195549850235345,Unenrolled,NA,NA,NA,NA,NA,NA,2012,GOP_Incumbent,FALSE,-0.2160890029952931,TRUE,2008,0.6062346112659767,D+1
Legislative,8,State Representative,Twenty-Third Middlesex,23rd Middlesex,58813,112756,2012-11-06,FALSE,25797,2314,32,2,62832,Sean Garballey,Arlington,Democratic,62832,Sean Garballey,Arlington,Democratic,62832,Sean Garballey,Arlington,19077,0.8134834335422797,74567,Joseph J. Monju,Arlington,4374,0.18651656645772036,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012,Dem_Incumbent,TRUE,0.6269668670845594,TRUE,2008,20.79424570784596,D+21
Legislative,8,State Representative,Twenty-Fourth Middlesex,24th Middlesex,58814,112755,2012-11-06,FALSE,24050,2042,29,3,74565,David M. Rogers,Cambridge,Democratic,NA,NA,NA,NA,74565,David M. Rogers,Cambridge,12633,0.57477592247145,74564,Tommasina Anne Olson,Belmont,4448,0.20237499431275308,74566,James F. Gammill,Belmont,4898,0.22284908321579688,Unenrolled,NA,NA,NA,NA,NA,NA,2012,No_Incumbent,TRUE,0.35192683925565316,TRUE,2008,23.36379759099889,D+23
Legislative,8,State Representative,Twenty-Sixth Middlesex,26th Middlesex,58816,112857,2012-11-06,FALSE,17384,1424,31,3,62836,"Timothy J. Toomey, Jr.",Cambridge,Democratic,62836,"Timothy J. Toomey, Jr.",Cambridge,Democratic,62836,"Timothy J. Toomey, Jr.",Cambridge,10898,0.684160964278988,74599,Thomas Michael Vasconcelos,Somerville,1021,0.06409693012744051,74600,Mike Connolly,Cambridge,4010,0.25174210559357146,Unenrolled,NA,NA,NA,NA,NA,NA,2012,Dem_Incumbent,TRUE,0.4324188586854165,TRUE,2008,33.20170287452723,D+33
Legislative,8,State Representative,Thirty-First Middlesex,31st Middlesex,58821,112954,2012-11-06,FALSE,25502,2119,6,2,62845,Jason M. Lewis,Winchester,Democratic,62845,Jason M. Lewis,Winchester,Democratic,62845,Jason M. Lewis,Winchester,13989,0.5984086923044017,62844,George Georgountzos,Stoneham,9388,0.40159130769559825,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012,Dem_Incumbent,TRUE,0.1968173846088035,TRUE,2008,7.732164906878348,D+8
Legislative,8,State Representative,Thirty-Fourth Middlesex,34th Middlesex,58824,112931,2012-11-06,FALSE,18742,2236,69,2,62853,"Carl M. Sciortino, Jr.",Medford,Democratic,62853,"Carl M. Sciortino, Jr.",Medford,Democratic,62853,"Carl M. Sciortino, Jr.",Medford,13842,0.8421244752692097,74622,David M. Rajczewski,Medford,2595,0.15787552473079028,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012,Dem_Incumbent,TRUE,0.6842489505384195,TRUE,2008,24.75220965031176,D+25
Legislative,8,State Representative,Thirty-Sixth Middlesex,36th Middlesex,58826,112877,2012-11-06,FALSE,21654,1034,1,2,62857,Colleen M. Garry,Dracut,Democratic,62857,Colleen M. Garry,Dracut,Democratic,62857,Colleen M. Garry,Dracut,12076,0.5856734080217275,74607,Cathy Richardson,Dracut,8543,0.4143265919782725,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012,Dem_Incumbent,TRUE,0.17134681604345503,TRUE,2008,-1.253341589197643,R+1
Legislative,8,State Representative,Fourth Norfolk,4th Norfolk,58831,112905,2012-11-06,FALSE,22167,2573,44,2,62869,James Michael Murphy,Weymouth,Democratic,62869,James Michael Murphy,Weymouth,Democratic,62869,James Michael Murphy,Weymouth,15822,0.809309462915601,NA,NA,NA,NA,NA,62868,Robert Montgomery Thomas,Weymouth,3728,0.19069053708439895,Unenrolled,NA,NA,NA,NA,NA,NA,2012,Dem_Incumbent,TRUE,0.618618925831202,TRUE,2008,5.420592762081111,D+5
Legislative,8,State Representative,Tenth Norfolk,10th Norfolk,58837,112897,2012-11-06,FALSE,23083,1219,37,2,74613,Jeffrey N. Roy,Franklin,Democratic,NA,NA,NA,NA,74613,Jeffrey N. Roy,Franklin,11850,0.5429055756631694,74612,Richard A. Eustis,Medway,9977,0.4570944243368305,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012,No_Incumbent,TRUE,0.08581115132633893,TRUE,2008,2.9767353934931684,D+3
Legislative,8,State Representative,Twelfth Norfolk,12th Norfolk,58839,112941,2012-11-06,FALSE,22065,1321,29,2,62882,John H. Rogers,Norwood,Democratic,62882,John H. Rogers,Norwood,Democratic,62882,John H. Rogers,Norwood,12579,0.6072411296162201,62883,James M. Stanton,Walpole,8136,0.3927588703837799,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012,Dem_Incumbent,TRUE,0.21448225923244024,TRUE,2008,4.808863773515415,D+5
Legislative,8,State Representative,Fourth Plymouth,4th Plymouth,58846,112929,2012-11-06,FALSE,24748,1157,13,2,62899,James M. Cantwell,Marshfield,Democratic,62899,James M. Cantwell,Marshfield,Democratic,62899,James M. Cantwell,Marshfield,16128,0.6840274832470947,74621,Stephen W. Coulter,Scituate,7450,0.3159725167529053,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012,Dem_Incumbent,TRUE,0.36805496649418945,TRUE,2008,0.662218312505658,D+1
Legislative,8,State Representative,Fifth Plymouth,5th Plymouth,58847,112900,2012-11-06,FALSE,23737,1300,34,2,62901,Rhonda L. Nyman,Hanover,Democratic,62901,Rhonda L. Nyman,Hanover,Democratic,62901,Rhonda L. Nyman,Hanover,12965,0.578717136097844,62903,Korey M. Welch,Rockland,9438,0.421282863902156,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012,Dem_Incumbent,TRUE,0.157434272195688,TRUE,2008,-1.8877790565944907,R+2
Legislative,8,State Representative,Sixth Plymouth,6th Plymouth,58848,112879,2012-11-06,FALSE,23456,862,17,2,62904,Josh S. Cutler,Duxbury,Democratic,NA,NA,NA,NA,62904,Josh S. Cutler,Duxbury,12433,0.5506931833281659,74608,Karen E. Barry,Duxbury,10144,0.44930681667183414,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012,No_Incumbent,TRUE,0.10138636665633172,TRUE,2008,-1.0834697556122983,R+1
Legislative,8,State Representative,Seventh Plymouth,7th Plymouth,58849,112701,2012-11-06,FALSE,21424,1225,25,2,73717,Geoff Diehl,Whitman,Republican,73717,Geoff Diehl,Whitman,Republican,73635,"Robert L. Toomey, Jr.",Abington,9232,0.4576187171607019,73717,Geoff Diehl,Whitman,10942,0.5423812828392981,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012,GOP_Incumbent,FALSE,-0.08476256567859619,TRUE,2008,-0.3780151022430789,EVEN
Legislative,8,State Representative,Eighth Plymouth,8th Plymouth,58850,112847,2012-11-06,FALSE,19131,1353,28,2,62908,Angelo L. D'Emilia,Bridgewater,Republican,62908,Angelo L. D'Emilia,Bridgewater,Republican,74595,Marilee Kenney Hunt,Bridgewater,8463,0.4767887323943662,62908,Angelo L. D'Emilia,Bridgewater,9287,0.5232112676056339,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012,GOP_Incumbent,FALSE,-0.04642253521126766,TRUE,2008,-1.2624232412016934,R+1
Legislative,8,State Representative,Eleventh Plymouth,11th Plymouth,58853,112849,2012-11-06,FALSE,19661,1591,18,2,74596,Claire D. Cronin,Easton,Democratic,NA,NA,NA,NA,74596,Claire D. Cronin,Easton,11422,0.6327276756038112,74597,Daniel J. Murphy,Easton,6630,0.3672723243961888,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012,No_Incumbent,TRUE,0.26545535120762237,TRUE,2008,10.979373626119248,D+11
Legislative,8,State Representative,Twelfth Plymouth,12th Plymouth,58854,112880,2012-11-06,FALSE,22987,1481,17,2,73670,"Thomas J. Calter, III",Kingston,Democratic,73670,"Thomas J. Calter, III",Kingston,Democratic,73670,"Thomas J. Calter, III",Kingston,13436,0.625250127972451,74609,Debra A. Betz,Plymouth,8053,0.374749872027549,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012,Dem_Incumbent,TRUE,0.25050025594490205,TRUE,2008,-0.4973050626456587,EVEN
Legislative,8,State Representative,Second Suffolk,2nd Suffolk,58856,112827,2012-11-06,FALSE,14764,2201,28,2,62920,Eugene L. O'Flaherty,Chelsea,Democratic,62920,Eugene L. O'Flaherty,Chelsea,Democratic,62920,Eugene L. O'Flaherty,Chelsea,10282,0.8202632628639809,74589,Charles F. Klauder,Chelsea,2253,0.17973673713601915,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012,Dem_Incumbent,TRUE,0.6405265257279618,TRUE,2008,19.27746865577351,D+19
Legislative,8,State Representative,Fifth Suffolk,5th Suffolk,58859,112822,2012-11-06,FALSE,14232,2396,93,2,62928,Carlos Tony Henriquez,Boston,Democratic,62928,Carlos Tony Henriquez,Boston,Democratic,62928,Carlos Tony Henriquez,Boston,9179,0.7816571574555055,NA,NA,NA,NA,NA,62927,Althea Garrison,Boston,2564,0.2183428425444946,Unenrolled,NA,NA,NA,NA,NA,NA,2012,Dem_Incumbent,TRUE,0.5633143149110109,TRUE,2008,38.88258143272738,D+39
Legislative,8,State Representative,Nineteenth Suffolk,19th Suffolk,58873,112948,2012-11-06,FALSE,15913,1126,31,2,62955,Robert A. DeLeo,Winthrop,Democratic,62955,Robert A. DeLeo,Winthrop,Democratic,62955,Robert A. DeLeo,Winthrop,11455,0.7762943887232312,73740,Paul A. Caruccio,Winthrop,3301,0.22370561127676877,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012,Dem_Incumbent,TRUE,0.5525887774464624,TRUE,2008,12.790132881648288,D+13
Legislative,8,State Representative,Second Worcester,2nd Worcester,58875,112761,2012-11-06,FALSE,17805,1044,39,2,74568,Jonathan D. Zlotnik,Gardner,Democratic,62959,Richard M. Bastien,Gardner,Republican,74568,Jonathan D. Zlotnik,Gardner,8528,0.5099868436789857,62959,Richard M. Bastien,Gardner,8194,0.4900131563210142,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012,GOP_Incumbent,TRUE,0.019973687357971504,TRUE,2008,6.050482657624123,D+6
Legislative,8,State Representative,Fourth Worcester,4th Worcester,58877,112913,2012-11-06,FALSE,18773,663,21,2,62966,Dennis A. Rosa,Leominster,Democratic,62966,Dennis A. Rosa,Leominster,Democratic,62966,Dennis A. Rosa,Leominster,10346,0.5719498037481342,74619,Justin A. Brooks,Leominster,7743,0.4280501962518658,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012,Dem_Incumbent,TRUE,0.1438996074962684,TRUE,2008,5.923092514466544,D+6
Legislative,8,State Representative,Fifth Worcester,5th Worcester,58878,112792,2012-11-06,FALSE,21070,883,11,2,62967,Anne M. Gobi,Spencer,Democratic,62967,Anne M. Gobi,Spencer,Democratic,62967,Anne M. Gobi,Spencer,14063,0.6970162569389373,74582,Jason M. Petraitis,North Brookfield,6113,0.3029837430610626,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012,Dem_Incumbent,TRUE,0.3940325138778747,TRUE,2008,1.866213443835052,D+2
Legislative,8,State Representative,Sixth Worcester,6th Worcester,58879,112860,2012-11-06,FALSE,18381,913,31,2,62970,Peter J. Durant,Spencer,Republican,62970,Peter J. Durant,Spencer,Republican,74601,Kathleen Walker,Charlton,7761,0.4450880311980272,62970,Peter J. Durant,Spencer,9676,0.5549119688019728,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012,GOP_Incumbent,FALSE,-0.1098239376039456,TRUE,2008,2.639460889164702,D+3
Legislative,8,State Representative,Eighth Worcester,8th Worcester,58881,112798,2012-11-06,FALSE,21715,654,598,2,62974,Kevin J. Kuros,Uxbridge,Republican,62974,Kevin J. Kuros,Uxbridge,Republican,72494,Robert J. Dubois,Blackstone,9976,0.48751404974832624,62974,Kevin J. Kuros,Uxbridge,10487,0.5124859502516738,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012,GOP_Incumbent,FALSE,-0.02497190050334752,TRUE,2008,0.6688956859580042,D+1
Legislative,8,State Representative,Fourteenth Worcester,14th Worcester,58887,112957,2012-11-06,FALSE,17254,1023,34,3,73608,James J. O'Day,West Boylston,Democratic,73608,James J. O'Day,West Boylston,Democratic,73608,James J. O'Day,West Boylston,9914,0.6120886583935297,72687,"William J. McCarthy, III",Worcester,4863,0.30024078533061677,74629,Winthrop E. Handy,West Boylston,1420,0.08767055627585356,Unenrolled,NA,NA,NA,NA,NA,NA,2012,Dem_Incumbent,TRUE,0.3118478730629129,TRUE,2008,12.40624766412337,D+12
Legislative,8,State Representative,Fifteenth Worcester,15th Worcester,58888,112959,2012-11-06,FALSE,11207,999,65,2,74630,Mary S. Keefe,Worcester,Democratic,NA,NA,NA,NA,74630,Mary S. Keefe,Worcester,7654,0.7546090900128167,74631,Brian J. O'Malley,Worcester,2489,0.24539090998718327,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012,No_Incumbent,TRUE,0.5092181800256335,TRUE,2008,20.576303635760507,D+21
Legislative,8,State Representative,Seventeenth Worcester,17th Worcester,58890,112912,2012-11-06,FALSE,14843,965,53,2,62995,"John J. Binienda, Sr.",Worcester,Democratic,62995,"John J. Binienda, Sr.",Worcester,Democratic,62995,"John J. Binienda, Sr.",Worcester,10595,0.7663652802893309,74618,William G. Lebeau,Leicester,3230,0.23363471971066907,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012,Dem_Incumbent,TRUE,0.5327305605786619,TRUE,2008,12.921165499336418,D+13
Legislative,8,State Representative,Eighteenth Worcester,18th Worcester,58891,112875,2012-11-06,FALSE,19983,825,15,2,62997,Ryan C. Fattman,Sutton,Republican,62997,Ryan C. Fattman,Sutton,Republican,74606,Donald D. Bourque,Webster,5732,0.29943060126416965,62997,Ryan C. Fattman,Sutton,13411,0.7005693987358304,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012,GOP_Incumbent,FALSE,-0.4011387974716607,TRUE,2008,1.0070013989794455,D+1
Legislative,8,State Representative,Third Berkshire,3rd Berkshire,58740,127034,2011-10-18,TRUE,5922,1,9,4,74627,Tricia Farley-Bouvier,NA,Democratic,NA,NA,NA,NA,74627,Tricia Farley-Bouvier,NA,1940,0.4229343797689121,78311,Mark P. Jester,NA,899,0.1959886636145629,62678,Mark C. Miller,NA,1748,0.38107695661652496,Green-Rainbow,NA,NA,NA,NA,NA,NA,2011,No_Incumbent,TRUE,0.04185742315238716,FALSE,2008,25.517707990383357,D+26
Legislative,8,State Representative,Twelfth Bristol,12th Bristol,58753,124782,2011-09-20,TRUE,3930,23,7,2,74586,Keiko M. Orrall,Lakeville,Republican,NA,NA,NA,NA,74587,"Roger P. Brunelle, Jr.",Middleborough,1763,0.452051282051282,74586,Keiko M. Orrall,Lakeville,2137,0.5479487179487179,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011,No_Incumbent,FALSE,-0.09589743589743593,FALSE,2008,8.458796699020565,D+8
Legislative,8,State Representative,Tenth Middlesex,10th Middlesex,58800,105766,2011-05-10,TRUE,2692,0,9,2,73819,"John J. Lawn, Jr.",Watertown,Democratic,NA,NA,NA,NA,73819,"John J. Lawn, Jr.",Watertown,1815,0.676481550503168,62811,James E. Dixon,Waltham,868,0.3235184494968319,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011,No_Incumbent,TRUE,0.35296310100633616,FALSE,2008,17.020879236346342,D+17
Legislative,8,State Representative,Sixth Worcester,6th Worcester,58879,105765,2011-05-10,TRUE,7945,4,2,4,62970,Peter J. Durant,Spencer,Republican,62970,Peter J. Durant,Spencer,Republican,62969,Geraldo Alicea,Charlton,3269,0.41548042704626337,62970,Peter J. Durant,Spencer,3324,0.4224707676664972,73911,Peter J. Boria,Charlton,1275,0.16204880528723944,Unenrolled,NA,NA,NA,NA,NA,NA,2011,GOP_Incumbent,FALSE,-0.006990340620233848,FALSE,2008,2.639460889164702,D+3
Legislative,8,State Representative,First Barnstable,1st Barnstable,58733,105632,2010-11-02,FALSE,20330,716,2,2,62658,Cleon H. Turner,Dennis,Democratic,62658,Cleon H. Turner,Dennis,Democratic,62658,Cleon H. Turner,Dennis,11146,0.568325514990822,62657,Patrick J. Foran,Yarmouth,8466,0.4316744850091781,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2010,Dem_Incumbent,TRUE,0.13665102998164386,FALSE,2008,4.573408551968827,D+5
Legislative,8,State Representative,Second Barnstable,2nd Barnstable,58734,105580,2010-11-02,FALSE,15070,567,9,2,62659,Demetrius J. Atsalis,Barnstable,Democratic,62659,Demetrius J. Atsalis,Barnstable,Democratic,62659,Demetrius J. Atsalis,Barnstable,8551,0.5899682627294053,62660,"James F. Munafo, Jr.",Barnstable,5943,0.4100317372705947,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2010,Dem_Incumbent,TRUE,0.17993652545881056,FALSE,2008,4.220376152456796,D+4
Legislative,8,State Representative,Third Barnstable,3rd Barnstable,58735,105581,2010-11-02,FALSE,19123,514,6,2,62662,David T. Vieira,Falmouth,Republican,62661,Matthew C. Patrick,Falmouth,Democratic,62661,Matthew C. Patrick,Falmouth,8567,0.4605171208944794,62662,David T. Vieira,Falmouth,10036,0.5394828791055206,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2010,Dem_Incumbent,FALSE,-0.07896575821104124,FALSE,2008,2.6369508867646108,D+3
